time,lcl,ucl,ratio
0.002739726,0.219644420246241,3.43517216894361,0.982960288337939
0.0136986301,0.306105217372704,4.96814815597615,1.51879972030855
0.0191780822,0.220174615181392,4.32177646339135,1.02992031277542
0.0246575342,0.257195375700331,5.76890719771024,1.32628797204689
0.0273972603,0.216622315922592,5.27746809470661,1.00752845489444
0.0301369863,0.170944468028637,3.85795157080247,0.799606774512061
0.0410958904,0.154963018233805,2.4920000510505,0.73401188158471
0.0493150685,0.140528400908451,2.00458728428876,0.642321116303469
0.0520547945,0.180164158306404,2.01870407516996,0.731299214253033
0.0575342466,0.23922450356242,1.85761318202315,0.729107155740828
0.0739726027,0.224004003661064,1.66653028850535,0.664044927663159
0.0821917808,0.265594582852637,1.81256113702581,0.753383842522352
0.0849315068,0.260529266430239,1.61840047885498,0.694288090111267
0.0876712329,0.237329214581896,1.46640748460185,0.650976483823849
0.0931506849,0.205731851377599,1.3379951151739,0.571139132640759
0.095890411,0.205731851377599,1.3379951151739,0.571139132640759
0.098630137,0.19368095034927,1.21701221430127,0.537286978345907
0.104109589,0.192196153948411,1.13743255283656,0.511257339246283
0.1068493151,0.176125426146149,1.06070634413407,0.482251850308567
0.1095890411,0.214720032448148,1.1348205075391,0.530245786086347
0.1123287671,0.200198053851565,1.09951777314258,0.503717045995297
0.1150684932,0.236967504551179,1.14018130801831,0.553690122266568
0.1260273973,0.272977705586732,1.22688769470461,0.603713049089332
0.1315068493,0.326416608381272,1.39388260041122,0.698132851505958
0.1369863014,0.317986744871983,1.28530204740864,0.67227217671678
0.1397260274,0.303813967039157,1.21635125404466,0.640909700822338
0.1424657534,0.290158841747592,1.13496835969951,0.612572638545057
0.1452054795,0.299358682021403,1.15068225510121,0.626495696461388
0.1479452055,0.29154862082958,1.12593012751255,0.608031171922309
0.1589041096,0.328494528550396,1.1978302375819,0.651589200083548
0.1616438356,0.304714890762239,1.14104453172222,0.622935420207242
0.1643835616,0.329124061654025,1.1648271415534,0.637500529018212
0.1698630137,0.356677831845464,1.21299910184611,0.672832803771907
0.1726027397,0.365133381385197,1.21795940131456,0.683346384014045
0.1753424658,0.428689475666397,1.33412510427123,0.756129815384174
0.1780821918,0.421233811278884,1.2884072401303,0.735298911399127
0.1808219178,0.421233811278884,1.2884072401303,0.735298911399127
0.1835616438,0.445377212401286,1.33412510427123,0.770632215190063
0.1863013699,0.431076059948566,1.27125957833149,0.744560500814606
0.1890410959,0.401416600981743,1.18105090051187,0.698861573097644
0.1945205479,0.418884553712961,1.19524835195571,0.729866419516899
0.197260274,0.427100059896759,1.20448699563719,0.739807855768068
0.2,0.449529994540167,1.24297657479739,0.77316567082269
0.202739726,0.423580981980172,1.16685778907671,0.747866957864256
0.2082191781,0.418729604512916,1.16765726827135,0.7498804844423
0.2136986301,0.411972050546815,1.1494483157485,0.729726638680149
0.2219178082,0.420582256363476,1.21145175710087,0.760141230196877
0.2273972603,0.40844779316187,1.17532883645027,0.738698592040695
0.2328767123,0.415494936783486,1.20564400639215,0.763488730402541
0.2356164384,0.404960961210375,1.19954975786001,0.742450469962142
0.2438356164,0.390786712835152,1.15413649627828,0.724839237357323
0.2465753425,0.42824160738851,1.18306786636348,0.751899513271437
0.2493150685,0.42824160738851,1.18306786636348,0.751899513271437
0.2520547945,0.416272211830049,1.11144780576052,0.715988512050142
0.2575342466,0.453177341780293,1.17437753323238,0.748885569368068
0.2602739726,0.440948366920833,1.14048426260057,0.730773146391613
0.2630136986,0.43263511226264,1.10047090019607,0.714263505535389
0.2657534247,0.466291830992312,1.16113576640168,0.760034688294307
0.2684931507,0.466291830992312,1.16113576640168,0.760034688294307
0.2739726027,0.469994954640095,1.21456261829881,0.784571354551909
0.2794520548,0.465793382283432,1.18136577954322,0.768368148566491
0.2821917808,0.493663410347271,1.2113779754505,0.788234881154994
0.2849315068,0.486925628382258,1.17926952627579,0.770675354237778
0.2876712329,0.49352172671808,1.20084958148481,0.792568045061066
0.2904109589,0.49221045649583,1.17272846567153,0.778189177173692
0.295890411,0.479296538474614,1.14391786984723,0.76123497196741
0.301369863,0.470132113281879,1.17478177770388,0.766721328373281
0.304109589,0.487816266766614,1.17343867872179,0.766895177355593
0.3123287671,0.474031745690129,1.16268110428418,0.750208893836891
0.3178082192,0.4651152106602,1.12857733606608,0.735829318811894
0.3205479452,0.451877890617659,1.0844536101335,0.722203241891849
0.3260273973,0.43831030215086,1.06531718228974,0.705047786574849
0.3287671233,0.434866400816284,1.04950113917345,0.691940120175595
0.3315068493,0.424076264583546,1.01755092067305,0.677792294761324
0.3342465753,0.418468274687277,1.0050095380918,0.665365797112505
0.3397260274,0.412652583892209,1.00026443935251,0.658018195407238
0.3506849315,0.409438136120227,0.991757251632192,0.648926071826263
0.3534246575,0.425993658764414,1.01674411580343,0.665526344458066
0.3589041096,0.419756804265178,1.00181626921379,0.653612696926206
0.3616438356,0.406536279739039,0.983696069771603,0.632699787502198
0.3671232877,0.402511541758551,0.955307804241912,0.624295364694242
0.3698630137,0.413533662393466,0.997152459442714,0.639688016424377
0.3726027397,0.420114485452034,0.983201639733506,0.644558401272193
0.3780821918,0.415528920826133,0.972677035985771,0.635044124670901
0.3808219178,0.40918047189373,0.953964344402237,0.625488793718284
0.3863013699,0.404709274854018,0.9327358479931,0.616233851458275
0.3890410959,0.413655750203029,0.953276540439861,0.630023090849604
0.3945205479,0.419945431544531,0.964744329049026,0.635326703391512
0.397260274,0.413497167858209,0.938343076283001,0.618463913332523
0.402739726,0.413497167858209,0.938343076283001,0.618463913332523
0.4054794521,0.410469678413762,0.928146208233255,0.610387539734254
0.4082191781,0.406315868466418,0.906618154208295,0.601852245937293
0.4191780822,0.39295165110844,0.887822224034221,0.586711898163243
0.4246575342,0.385165653912239,0.857415415658267,0.578314663475817
0.4301369863,0.392008827027958,0.878532514803954,0.591819563617097
0.4328767123,0.381632992477968,0.861478307299136,0.577924776128647
0.4383561644,0.371148620575533,0.842991822703579,0.563395608788504
0.4410958904,0.382463573336358,0.842898921124428,0.569744761129922
0.4630136986,0.395337361545791,0.872936200106704,0.595151856900706
0.4657534247,0.384977267202884,0.833925900329149,0.580333888401489
0.4821917808,0.384977267202884,0.833925900329149,0.580333888401489
0.4849315068,0.383819273108508,0.831977570842805,0.573212693136383
0.4876712329,0.379930684773163,0.821192981224724,0.566766035842945
0.498630137,0.392221508337389,0.83641968399638,0.579309908256699
0.504109589,0.388559775808109,0.821069099719401,0.570953210955556
0.5068493151,0.394904943154558,0.83628841641094,0.57876883018964
0.5095890411,0.391930184476199,0.82080535633617,0.572117533678276
0.5123287671,0.390164715841438,0.827394013600848,0.577980684447767
0.5287671233,0.389403032793999,0.814794258875048,0.572076709559245
0.5315068493,0.386542375505834,0.801262749283201,0.5656505785099
0.5342465753,0.393485934439636,0.812984265521931,0.578525294717727
0.5397260274,0.397543027616947,0.8178559360389,0.580823142859012
0.5424657534,0.41751198845279,0.848720399225726,0.613410489000435
0.5479452055,0.413131710405936,0.839015977976286,0.60578202093305
0.5534246575,0.40493158621128,0.822955038303278,0.592864020735415
0.5561643836,0.397794854347594,0.81287290043797,0.586434683528749
0.5589041096,0.415533319254865,0.838508160145465,0.607721918497373
0.5616438356,0.415533319254865,0.838508160145465,0.607721918497373
0.5643835616,0.41718078214086,0.841715777322091,0.605136404625616
0.5698630137,0.414541665525108,0.83708960231946,0.603744983222897
0.5726027397,0.408909095988235,0.815904547432833,0.593946938536221
0.5808219178,0.408909095988235,0.815904547432833,0.593946938536221
0.5835616438,0.396564992891034,0.789971594318879,0.578302010755392
0.5863013699,0.393551999856517,0.784309940655988,0.573263199167525
0.5917808219,0.38439367177824,0.773121487315191,0.561881436862507
0.6,0.38090732458804,0.76828953291072,0.556060962910469
0.6082191781,0.378416317912623,0.761976517028145,0.552097001561464
0.6109589041,0.376995968247961,0.745455147082381,0.546224269525897
0.6136986301,0.372451659580412,0.743307383834569,0.54114139235201
0.6164383562,0.364778214492865,0.728306791465993,0.531570894887181
0.6191780822,0.364778214492865,0.728306791465993,0.531570894887181
0.6219178082,0.36963186680009,0.723779296974972,0.534208102331614
0.6273972603,0.36963186680009,0.723779296974972,0.534208102331614
0.6383561644,0.365029819860035,0.715902574764037,0.529332634210314
0.6410958904,0.361866440586554,0.705503071806832,0.521827295623878
0.6438356164,0.356594126587872,0.700876403158501,0.517583521961468
0.6465753425,0.364643082825407,0.711873477954952,0.527187975374116
0.6493150685,0.371747921270966,0.721837293001846,0.532300454692556
0.6547945205,0.374311822141099,0.722383308618171,0.530463458028617
0.6630136986,0.37240833572516,0.711550077937635,0.521634850761508
0.6657534247,0.371432207385643,0.70362736666216,0.517674468072296
0.6739726027,0.375800588932511,0.710235109277617,0.524897307604253
0.6767123288,0.370697908522955,0.696700169657059,0.517083832923204
0.6794520548,0.382257552574248,0.718358350153442,0.534579364632673
0.6849315068,0.378552278634404,0.709111441757483,0.530545429119778
0.6876712329,0.374870524848762,0.703438225538928,0.534223239455601
0.695890411,0.372166451986887,0.697461700599667,0.52973557097951
0.698630137,0.372166451986887,0.697461700599667,0.52973557097951
0.701369863,0.380322164863055,0.717975447175105,0.539360177469789
0.704109589,0.383804270804147,0.71337317403447,0.542991017072792
0.7150684932,0.383008447009069,0.71337317403447,0.538343220016513
0.7205479452,0.389954732421727,0.72289467172338,0.545757081587107
0.7232876712,0.380008178159934,0.694799068864584,0.526882450102865
0.7260273973,0.386610497081962,0.698274185609771,0.53096221567133
0.7287671233,0.381185850499052,0.692566929307563,0.526846484267334
0.7315068493,0.376977744527613,0.687557346845923,0.522651701310398
0.7369863014,0.384197120169351,0.702559425164607,0.531450985741915
0.7424657534,0.390903903791304,0.712975910743696,0.53844557262135
0.7561643836,0.397087375908947,0.714549707865433,0.545353479190239
0.7589041096,0.412231989341803,0.739198165032889,0.561060864905515
0.7616438356,0.413072244862618,0.74746882907172,0.568326384560727
0.7643835616,0.411067848921363,0.746422177055001,0.564368544752838
0.7671232877,0.42408205032125,0.74915844942307,0.568691475017963
0.7698630137,0.420686278842769,0.73536221355448,0.564319470379465
0.7726027397,0.418092538705971,0.738717309637894,0.568276964529435
0.7753424658,0.420117508996859,0.744598213340948,0.571524334509968
0.7780821918,0.431418629228804,0.746464514040631,0.579482097328011
0.7808219178,0.439911323818318,0.760004390842647,0.58650806154342
0.7835616438,0.436894733688687,0.751240308073089,0.578304179319574
0.7945205479,0.432489447255302,0.744843910748791,0.574512647564072
0.797260274,0.436345116092497,0.760806900402681,0.582638591399454
0.802739726,0.431997983179793,0.748749715469192,0.574725356959852
0.8054794521,0.426995544453826,0.743510006052898,0.570855104215552
0.8082191781,0.423843429083341,0.743510006052898,0.56734238392915
0.8164383562,0.420887028428482,0.735500045214975,0.564273941361722
